time,latitude,longitude,lon360,depth,depth_km,mag,horizontalError,depthError,magError
2025-07-28T11:22:35.377Z,-25.9624,-177.1884,182.8116,113.105,-113.105,4.6,14.64,7.302,0.098
2024-12-22T05:46:17.817Z,-20.6031,-177.9781,182.0219,487.699,-487.699,4.1,10.81,6.643,0.094
2024-11-30T15:54:50.440Z,-13.7,167.1068,167.1068,196.83,-196.83,4.3,12.79,6.503,0.099
2025-03-22T12:51:43.523Z,-14.0776,166.9915,166.9915,119.662,-119.662,5.3,9.43,6.392,0.056
2025-04-29T20:44:20.589Z,-18.6881,-177.8334,182.1666,609.295,-609.295,4.2,15.88,6.237,0.095
2025-03-30T19:30:25.452Z,-20.4272,-173.7702,186.2298,24.036,-24.036,4.6,13.17,6.07,0.098
2024-11-23T19:04:30.553Z,-17.8504,-178.5153,181.4847,587.878,-587.878,5.9,10.36,5.539,0.056
2025-11-14T19:09:04.941Z,-15.3184,-175.7314,184.2686,11.068,-11.068,5.7,8.31,3.585,0.056
2025-07-29T17:46:37.267Z,-23.5094,178.9624,178.9624,550,-550,5.8,9.98,1.903,0.056
2025-05-03T11:30:18.618Z,-27.7712,-179.6116,180.3884,471.136,-471.136,4.5,11.19,11.221,0.099
2025-11-07T05:02:35.540Z,-18.1126,-178.3778,181.6222,610.353,-610.353,4.4,11.48,10.675,0.098
2025-03-27T15:12:49.140Z,-17.8785,-178.369,181.631,604.23,-604.23,4.1,12.9,10.361,0.096
2025-10-26T09:03:34.882Z,-23.9387,179.9727,179.9727,510.307,-510.307,4.3,13.7,10.047,0.097
2025-06-10T09:47:16.882Z,-21.0542,-178.8917,181.1083,602.733,-602.733,4.4,13.6,9.845,0.098
2025-10-05T10:25:07.983Z,-20.4455,-177.7273,182.2727,466.653,-466.653,4.2,7.01,9.797,0.096
2025-03-20T06:18:25.453Z,-18.7796,169.3087,169.3087,257.295,-257.295,4.5,10.21,9.537,0.098
2025-04-08T22:10:56.221Z,-18.0363,-179.7001,180.2999,642.872,-642.872,4.6,15.73,9.22,0.1
2025-10-02T18:22:53.795Z,-24.1271,-179.9117,180.0883,527.763,-527.763,4.4,10.13,9.067,0.098
2025-09-16T03:22:42.738Z,-18.1056,-177.7876,182.2124,586.04,-586.04,4.3,13.8,8.867,0.097
2025-08-20T20:35:02.901Z,-18.2373,-175.2488,184.7512,236.646,-236.646,4.4,11.01,8.64,0.098
2025-03-19T02:26:45.683Z,-14.2304,173.4747,173.4747,609.657,-609.657,4.1,14.54,8.355,0.095
2025-06-17T04:37:27.158Z,-19.081,-177.6101,182.3899,559.298,-559.298,4.2,14.36,8.306,0.096
2024-10-27T01:00:57.437Z,-16.0826,-174.8374,185.1626,292.449,-292.449,4.3,9.6,7.891,0.104
2025-04-28T12:15:06.531Z,-13.9175,167.3771,167.3771,195.665,-195.665,4.4,12.13,7.618,0.098
2025-02-06T18:16:29.547Z,-16.699,-173.5731,186.4269,42.584,-42.584,4.5,9.83,7.206,0.099
2024-10-28T20:49:39.629Z,-14.3151,167.3755,167.3755,148.028,-148.028,4.5,8.67,7.024,0.099
2024-10-17T02:18:51.659Z,-14.9629,167.6304,167.6304,107.194,-107.194,4.9,12.75,6.7,0.102
2025-06-17T02:24:34.991Z,-25.2959,179.7523,179.7523,513.349,-513.349,4.4,13.42,6.681,0.098
2025-07-22T20:00:42.463Z,-12.6601,166.4009,166.4009,70.742,-70.742,4.6,11.3,6.135,0.1
2024-10-27T23:44:39.527Z,-18.3644,168.1259,168.1259,27.834,-27.834,4.8,9.33,5.587,0.101
2025-04-29T16:36:34.109Z,-27.6242,-178.3827,181.6173,279.609,-279.609,4.2,12.02,5.387,0.102
2025-02-12T12:43:05.717Z,-26.2505,178.5374,178.5374,637.764,-637.764,4.5,17.7,16.051,0.101
2025-05-20T12:14:48.246Z,-20.4585,-177.8794,182.1206,536.94,-536.94,4.5,15.07,12.165,0.1
2025-02-02T16:23:05.378Z,-20.3391,-177.4593,182.5407,365.841,-365.841,4.2,11.33,11.835,0.098
2024-10-18T05:06:40.840Z,-23.7728,179.9518,179.9518,556.423,-556.423,4.3,15.87,10.615,0.099
2024-10-11T17:18:27.838Z,-23.0512,-179.5616,180.4384,495.38,-495.38,4.1,14.89,10.533,0.109
2025-07-05T23:23:13.897Z,-19.313,-177.5673,182.4327,574.565,-574.565,4.3,15.46,10.474,0.1
2025-02-20T09:19:24.180Z,-22.9362,-177.0688,182.9312,158.006,-158.006,4.6,16.92,10.215,0.102
2025-10-17T05:11:47.260Z,-23.2087,179.9994,179.9994,552.122,-552.122,4.2,15.97,10.106,0.098
2025-10-12T05:49:34.455Z,-18.3872,-177.9354,182.0646,566.911,-566.911,4,15.74,10.016,0.096
2025-03-29T09:52:50.966Z,-18.135,-178.5807,181.4193,642.152,-642.152,4.2,17.77,9.968,0.098
2025-04-17T01:18:09.833Z,-18.1569,-178.3563,181.6437,591.427,-591.427,4.2,15.71,9.589,0.098
2024-12-15T14:26:07.595Z,-21.5276,-178.9918,181.0082,588.583,-588.583,4.4,10.36,9.423,0.1
2025-02-08T10:50:07.351Z,-18.1125,-178.2885,181.7115,528.687,-528.687,4.2,14.66,9.374,0.098
2025-07-31T19:01:33.736Z,-17.7013,-178.4067,181.5933,544.845,-544.845,4.4,15.23,9.27,0.1
2025-02-11T16:36:21.671Z,-21.5638,-177.7853,182.2147,372.571,-372.571,4.2,13.39,8.367,0.102
2025-09-26T11:51:13.421Z,-16.6946,-173.5112,186.4888,38.319,-38.319,4.8,6.9,8.072,0.104
2025-01-06T18:10:04.826Z,-19.3716,-175.9203,184.0797,272.734,-272.734,4.4,12.34,7.994,0.1
2025-10-21T22:22:27.398Z,-20.9232,-179.0811,180.9189,637.794,-637.794,4.4,14.55,7.475,0.099
2025-02-22T13:15:33.772Z,-14.6617,167.4029,167.4029,159.448,-159.448,4.4,13.3,7.234,0.112
2025-10-17T20:44:36.170Z,-15.1824,-177.3107,182.6893,371.641,-371.641,4.3,12.51,7.054,0.099
2024-12-17T05:17:00.469Z,-17.9037,167.9902,167.9902,56.45,-56.45,4.6,10.02,6.61,0.107
2025-05-10T12:36:38.806Z,-23.666,-179.6844,180.3156,508.528,-508.528,4.3,13.59,6.141,0.098
2024-11-15T14:05:25.578Z,-23.4331,170.6896,170.6896,13.882,-13.882,4.9,12,5.235,0.108
2025-01-01T04:39:18.208Z,-20.9273,169.3819,169.3819,22,-22,5.5,8.05,1.909,0.058
2025-02-24T15:21:46.830Z,-22.4654,-179.8835,180.1165,556.359,-556.359,4.2,14.5,16.409,0.1
2024-11-08T16:17:24.592Z,-25.059,178.7373,178.7373,584.775,-584.775,4.6,15.84,13.196,0.103
2025-02-19T13:50:11.369Z,-21.8872,-176.5319,183.4681,252.705,-252.705,4.6,15.24,13.128,0.105
2025-04-19T11:42:38.219Z,-18.7045,-177.7056,182.2944,618.732,-618.732,4.3,16.12,10.925,0.101
2024-12-31T13:49:46.960Z,-20.9505,-178.6006,181.3994,539.526,-539.526,4.4,16.02,10.92,0.102
2025-05-21T07:53:16.141Z,-20.3805,-177.4393,182.5607,501.504,-501.504,4.4,15.15,10.717,0.101
2025-11-26T03:37:20.998Z,-17.4078,-178.7411,181.2589,565.578,-565.578,4.2,19.12,10.658,0.1
2025-07-26T16:38:29.704Z,-24.2597,179.3171,179.3171,532.852,-532.852,4.6,14.27,9.932,0.103
2025-07-20T09:10:00.571Z,-17.2837,-178.5077,181.4923,550.557,-550.557,4.3,15.73,9.888,0.101
2024-11-14T07:54:45.184Z,-22.178,-179.6578,180.3422,607.134,-607.134,4.5,10.87,9.591,0.102
2025-04-03T17:42:32.940Z,-23.3207,-179.8705,180.1295,547.671,-547.671,4.3,11.54,9.448,0.101
2025-04-04T16:17:23.963Z,-24.5469,179.8211,179.8211,532.732,-532.732,4.1,12.43,9.351,0.099
2025-04-18T06:45:46.860Z,-23.0991,179.8811,179.8811,556.943,-556.943,4.1,13.31,9.123,0.099
2024-11-03T10:40:34.776Z,-23.5875,-178.934,181.066,518.411,-518.411,4.2,15.07,9.038,0.115
2025-01-18T00:00:47.931Z,-23.1791,-179.8609,180.1391,538.361,-538.361,4.6,10.41,9.025,0.103
2025-03-13T21:49:02.468Z,-21.2968,-176.3824,183.6176,206.375,-206.375,4.4,12.8,8.942,0.102
2025-04-01T16:58:37.446Z,-18.5018,-177.7962,182.2038,628.771,-628.771,4.3,13.92,8.799,0.105
2025-03-01T01:55:22.692Z,-18.0069,-178.4779,181.5221,585.411,-585.411,4.1,15.31,8.737,0.103
2024-12-31T09:36:53.810Z,-20.4334,-178.2007,181.7993,565.438,-565.438,4.2,12.46,8.701,0.099
2025-03-21T12:44:11.062Z,-19.0538,-177.5738,182.4262,530.646,-530.646,4.1,12.89,8.614,0.099
2025-10-16T21:38:42.307Z,-20.3516,-177.8071,182.1929,524.156,-524.156,4.4,14,8.009,0.103
2025-07-21T22:11:49.538Z,-14.6336,-176.063,183.937,314.955,-314.955,4.2,14.66,6.845,0.1
2024-12-17T18:29:16.662Z,-17.8366,168.0285,168.0285,55.138,-55.138,4.7,9.26,6.626,0.104
2025-06-16T00:58:31.653Z,-23.4451,179.9704,179.9704,559.83,-559.83,4.3,14.18,5.737,0.1
2025-10-29T02:46:53.594Z,-23.2561,-179.7899,180.2101,545.564,-545.564,4.6,13.49,5.504,0.103
2025-05-24T13:01:20.015Z,-15.0924,167.2318,167.2318,122.646,-122.646,4.6,11.61,5.499,0.103
2025-04-01T07:37:26.391Z,-20.2807,-173.919,186.081,14.02,-14.02,4.7,9.72,5.082,0.104
2025-02-13T21:29:55.352Z,-20.7987,-178.3379,181.6621,584.602,-584.602,4.5,16.66,4.46,0.102
2024-12-17T18:17:23.998Z,-17.7053,168.1418,168.1418,46,-46,5.5,9.35,1.867,0.059
2025-07-30T03:27:46.771Z,-24.4566,-179.4699,180.5301,478.47,-478.47,4.6,12.06,12.502,0.105
2025-02-06T04:16:42.273Z,-19.3489,-179.0346,180.9654,650.629,-650.629,4.3,16.81,12.193,0.102
2025-08-26T15:48:46.640Z,-20.1773,-177.8674,182.1326,561.946,-561.946,4.2,15.82,12.09,0.106
2025-05-06T21:51:06.931Z,-26.9364,179.1625,179.1625,540.765,-540.765,4.3,15.96,11.09,0.102
2025-07-25T07:40:28.819Z,-18.7756,-177.8364,182.1636,611.056,-611.056,4.3,15.09,10.067,0.102
2025-03-08T05:44:50.668Z,-24.0082,178.9896,178.9896,539.159,-539.159,4.4,15.14,10.059,0.104
2024-11-09T20:27:55.951Z,-23.7244,-179.9263,180.0737,520.353,-520.353,4.4,14.12,10.03,0.112
2025-05-30T05:52:57.138Z,-17.7332,-178.8178,181.1822,544.347,-544.347,4.1,15.11,9.732,0.1
2025-09-05T04:01:21.792Z,-17.4158,-178.7573,181.2427,552.972,-552.972,4.5,13.92,9.532,0.104
2025-02-20T23:37:14.428Z,-23.3042,179.0643,179.0643,571.205,-571.205,4.6,14.64,9.496,0.107
2025-04-16T21:23:58.784Z,-20.3599,-177.7758,182.2242,510.192,-510.192,4.4,17.14,9.376,0.103
2025-10-17T11:21:06.032Z,-25.7952,-176.9375,183.0625,101.106,-101.106,4.8,12.33,8.958,0.107
2024-10-14T16:27:44.946Z,-18.1873,-177.9327,182.0673,632.651,-632.651,4.2,14.47,8.942,0.101
2025-06-26T11:26:33.650Z,-25.2243,179.8714,179.8714,514.112,-514.112,4.4,9.79,8.838,0.105
2025-06-05T20:22:30.942Z,-18.6769,-178.0027,181.9973,491.982,-491.982,4.4,14.42,8.4,0.103
2024-12-07T21:02:15.445Z,-21.0989,169.6246,169.6246,92.929,-92.929,4.6,7.13,8.192,0.105
2025-10-21T02:13:18.018Z,-22.2024,-179.5728,180.4272,590.176,-590.176,4.3,13.23,8.145,0.102
2025-01-28T21:06:28.350Z,-18.5354,-173.964,186.036,38.759,-38.759,5,12.21,7.852,0.109
2025-06-02T07:25:22.261Z,-18.298,168.066,168.066,35.62,-35.62,4.9,9.25,7.796,0.108
2025-08-03T03:46:33.971Z,-14.138,167.2447,167.2447,196.569,-196.569,4.4,14.67,7.759,0.106
2025-02-13T07:33:56.014Z,-16.8254,-173.4912,186.5088,45.423,-45.423,4.5,10.46,7.402,0.104
2024-12-24T13:28:16.191Z,-25.7722,-177.5095,182.4905,154.329,-154.329,4.4,11.96,7.39,0.107
2024-12-17T04:41:35.448Z,-18.0268,167.9841,167.9841,40.926,-40.926,4.6,10.26,7.139,0.105
2024-11-17T19:02:56.492Z,-15.1804,-178.4087,181.5913,425.17,-425.17,4.4,15.51,7.064,0.103
2025-04-04T02:33:04.049Z,-22.1808,-179.4994,180.5006,591.202,-591.202,4.4,12.31,6.511,0.104
2025-01-05T02:51:56.824Z,-20.2714,-177.5161,182.4839,492.818,-492.818,4.2,15.74,5.726,0.116
2024-11-01T20:52:24.491Z,-17.4293,167.8896,167.8896,4.05,-4.05,4.6,8.02,5.651,0.107
2025-05-11T17:38:38.101Z,-17.7132,168.0571,168.0571,37.638,-37.638,4.6,8.3,4.952,0.105
2025-07-03T13:50:29.866Z,-18.0362,-177.9854,182.0146,582.74,-582.74,4.1,14.28,4.77,0.101
2025-08-16T12:08:24.075Z,-23.1833,170.8077,170.8077,11,-11,5.6,7.96,1.87,0.06
2025-03-01T16:08:27.666Z,-16.8291,-176.5314,183.4686,616.344,-616.344,4.3,17,20.049,0.109
2025-06-13T14:13:01.833Z,-24.4396,179.2269,179.2269,545.001,-545.001,4.4,13.73,13.468,0.105
2024-12-06T21:40:23.652Z,-24.104,-178.896,181.104,446.587,-446.587,4.5,14.58,13.216,0.106
2025-09-23T19:56:45.064Z,-17.2084,-174.6589,185.3411,206.544,-206.544,4.5,14.94,13.13,0.111
2025-02-19T00:03:34.553Z,-19.5,-176.7717,183.2283,350.613,-350.613,4.3,11.56,12.72,0.104
2025-09-17T12:14:18.049Z,-17.6491,-178.6677,181.3323,615.931,-615.931,4.1,21.83,12.517,0.103
2024-10-10T12:49:53.125Z,-18.1422,-178.0294,181.9706,610.684,-610.684,4.5,15.23,12.249,0.106
2025-03-14T10:26:35.226Z,-24.8845,-179.9933,180.0067,473.037,-473.037,4.4,15.27,11.602,0.105
2025-04-26T13:06:51.465Z,-23.7048,-179.9094,180.0906,540.662,-540.662,4.3,15.31,10.526,0.104
2025-07-20T06:07:29.983Z,-17.8384,-178.5596,181.4404,571.749,-571.749,4.1,15.23,10.37,0.102
2025-04-03T17:59:06.261Z,-23.5578,-179.7039,180.2961,561.249,-561.249,4.3,14.98,10.252,0.104
2025-01-17T13:12:12.924Z,-16.0066,-176.5726,183.4274,389.704,-389.704,4,15.55,9.987,0.102
2024-10-17T22:45:58.802Z,-17.8936,-178.5993,181.4007,577.927,-577.927,4.4,13.42,9.686,0.106
2025-09-13T17:48:18.383Z,-17.5688,-174.21,185.79,137.839,-137.839,4.4,8.98,9.589,0.115
2025-09-03T21:21:45.886Z,-17.6386,-178.6599,181.3401,561.135,-561.135,4.4,16.53,9.568,0.105
2025-05-06T12:27:25.486Z,-20.0804,-175.514,184.486,234.711,-234.711,4.4,9.5,9.426,0.105
2025-11-13T21:59:53.750Z,-17.6019,-178.6225,181.3775,538.903,-538.903,4.5,17.09,9.426,0.106
2025-02-26T17:13:50.603Z,-18.0458,-177.9992,182.0008,525.666,-525.666,4.3,14.41,9.374,0.104
2025-04-17T16:48:56.764Z,-20.7939,-178.9174,181.0826,600.586,-600.586,4.1,14.3,9.356,0.109
2025-03-10T11:05:30.536Z,-24.8201,179.269,179.269,530.328,-530.328,4.4,14.51,9.282,0.105
2025-03-02T00:56:44.264Z,-18.1678,-177.9624,182.0376,595.089,-595.089,4.2,14.19,9.142,0.103
2024-12-21T20:48:45.159Z,-23.459,-179.777,180.223,542.76,-542.76,4.4,15.39,8.897,0.105
2024-12-17T07:47:16.100Z,-17.8156,168.0421,168.0421,57.245,-57.245,4.7,12.32,8.838,0.12
2025-08-05T02:04:51.282Z,-20.9115,-178.7395,181.2605,558.535,-558.535,4.4,13.22,8.83,0.107
2024-12-15T05:17:18.872Z,-24.9491,-177.3026,182.6974,166.878,-166.878,4.5,15.19,8.781,0.106
2025-11-24T23:31:12.120Z,-18.6868,-177.7437,182.2563,478.175,-478.175,4.5,11.54,8.767,0.106
2025-09-26T19:08:14.697Z,-14.6963,167.3546,167.3546,120.692,-120.692,4.5,13.74,8.701,0.118
2025-03-17T11:06:39.628Z,-25.2812,-176.3851,183.6149,40.39,-40.39,4.6,5.54,8.349,0.107
2025-04-09T17:54:53.762Z,-20.2694,-177.8773,182.1227,523.498,-523.498,4.1,11.58,8.348,0.103
2025-07-05T12:10:38.653Z,-29.2171,-179.1095,180.8905,345.018,-345.018,4.1,13.11,8.304,0.103
2025-01-25T00:35:22.586Z,-18.5583,-177.4622,182.5378,636.001,-636.001,4.4,10.91,7.836,0.105
2025-11-14T03:37:00.892Z,-18.7989,-174.8035,185.1965,183.176,-183.176,4.4,18.28,7.238,0.105
2024-11-23T15:08:13.032Z,-18.7819,-174.8936,185.1064,77.748,-77.748,4.4,8.88,7.188,0.114
2025-07-19T06:20:17.524Z,-21.1742,-175.5954,184.4046,125.013,-125.013,4.5,13.53,6.894,0.107
2025-10-10T02:15:06.489Z,-24.2133,-177.1467,182.8533,149.568,-149.568,4.9,13.38,6.821,0.11
2025-06-13T08:59:39.449Z,-17.0714,-174.113,185.887,132.07,-132.07,4.4,9.66,6.558,0.105
2024-10-16T20:21:47.513Z,-15.6164,-174.586,185.414,177.719,-177.719,4.4,5.41,6.302,0.106
2025-01-22T16:48:18.469Z,-19.2679,-175.4806,184.5194,250.276,-250.276,4.4,13.08,5.441,0.105
2025-01-14T07:35:23.249Z,-17.7971,168.2932,168.2932,19.54,-19.54,4.5,7.92,4.284,0.113
2025-11-19T22:39:15.981Z,-15.7885,167.8391,167.8391,192.081,-192.081,4.7,10.46,4.038,0.112
2024-11-19T02:41:52.175Z,-21.0456,-175.7525,184.2475,8,-8,5.6,10.47,1.792,0.061
2025-07-25T07:50:53.095Z,-18.7994,-177.669,182.331,621.184,-621.184,4.2,23.39,20.576,0.105
2025-05-08T12:06:14.308Z,-18.2615,-177.3269,182.6731,634.188,-634.188,4.5,23.03,17.843,0.108
2025-02-13T16:35:39.316Z,-17.4965,-178.1203,181.8797,591.774,-591.774,4.1,23.68,16.895,0.109
2025-06-15T21:15:44.822Z,-22.0257,-179.6045,180.3955,606.847,-606.847,4.4,12.91,15.674,0.107
2025-10-28T11:46:46.770Z,-24.1493,-179.7945,180.2055,514.138,-514.138,4.3,9.92,14.995,0.106
2025-03-05T08:27:06.476Z,-23.7167,179.4189,179.4189,550.21,-550.21,4.3,16.72,14.222,0.111
2024-12-10T16:00:20.559Z,-17.5154,-178.6643,181.3357,529.773,-529.773,4.2,15.76,12.123,0.108
2025-08-22T13:04:09.673Z,-24.0271,179.8944,179.8944,517.08,-517.08,4.1,15.38,11.608,0.104
2025-11-04T23:08:34.426Z,-19.9832,-177.9319,182.0681,558.673,-558.673,4.4,18.79,11.352,0.107
2024-11-30T13:31:17.231Z,-24.0638,179.8578,179.8578,534.968,-534.968,4.4,9,10.767,0.107
2025-02-10T03:51:39.840Z,-21.6006,-179.3467,180.6533,601.502,-601.502,4.5,15.35,10.463,0.109
2025-04-02T20:39:57.348Z,-22.0145,-179.59,180.41,609.649,-609.649,4.1,12.72,10.462,0.105
2025-09-03T16:27:57.707Z,-25.349,179.7565,179.7565,502.35,-502.35,4.4,13.9,10.452,0.107
2024-10-27T08:07:55.614Z,-24.7196,179.8317,179.8317,524.61,-524.61,4.2,14.68,10.379,0.106
2025-09-19T07:46:02.800Z,-20.5498,-177.7108,182.2892,533.717,-533.717,4.2,14.67,10.288,0.106
2025-03-10T12:53:16.354Z,-23.8796,-179.559,180.441,480.707,-480.707,4.4,12.9,10.234,0.107
2025-05-24T07:50:18.169Z,-20.2132,-177.9171,182.0829,514.504,-514.504,4,16.39,9.993,0.103
2025-10-26T06:53:32.714Z,-19.0925,169.2872,169.2872,241.669,-241.669,4.2,12.3,9.908,0.105
2024-11-05T15:22:10.603Z,-20.0489,-178.051,181.949,538.736,-538.736,4.2,11.85,9.763,0.105
2025-06-21T09:55:17.657Z,-18.138,-178.3419,181.6581,547.928,-547.928,4.2,14.52,9.173,0.105
2024-10-16T06:28:39.740Z,-16.5175,167.813,167.813,223.162,-223.162,4.5,13.36,9.043,0.121
2025-11-19T11:06:51.834Z,-24.072,-176.8865,183.1135,182.553,-182.553,4.9,12.6,8.929,0.112
2025-09-06T05:35:18.463Z,-18.7412,168.8691,168.8691,167.308,-167.308,4.5,9.31,8.551,0.109
2024-12-17T05:02:55.362Z,-18.0177,167.8332,167.8332,41.8,-41.8,4.7,5.03,8.223,0.123
2025-09-05T12:45:22.526Z,-20.6824,-178.8023,181.1977,613.108,-613.108,4.2,14.61,8.149,0.105
2024-10-18T15:13:58.571Z,-25.0486,179.7872,179.7872,462.306,-462.306,4.2,16.66,8.011,0.112
2025-04-09T18:56:42.145Z,-17.5985,-178.6128,181.3872,551.078,-551.078,4.6,14.36,8.006,0.109
2025-09-27T03:33:29.462Z,-15.7345,-174.3801,185.6199,187.627,-187.627,4.3,13.16,7.664,0.106
2025-02-12T23:05:45.966Z,-24.969,179.8168,179.8168,509.98,-509.98,4.3,15.76,7.445,0.106
2025-10-30T08:52:04.371Z,-27.447,-178.3345,181.6655,288.531,-288.531,5.5,12.35,7.084,0.062
2024-12-31T01:01:24.164Z,-17.943,-178.3582,181.6418,621.744,-621.744,4.3,15.32,6.802,0.106
2025-07-18T13:27:22.382Z,-13.2903,167.002,167.002,206.545,-206.545,4.4,14.48,6.581,0.108
2025-06-17T14:59:30.186Z,-18.39,-177.7431,182.2569,591.078,-591.078,4.1,15.65,6.358,0.109
2025-07-18T10:04:58.582Z,-14.7822,167.3962,167.3962,132.752,-132.752,4.5,13.07,6.182,0.108
2025-03-07T14:57:39.001Z,-20.6983,169.345,169.345,55.253,-55.253,4.6,8.64,5.741,0.112
2025-07-29T13:44:16.570Z,-18.2455,-178.001,181.999,635.293,-635.293,4.2,13.91,4.761,0.115
2025-02-26T04:43:53.021Z,-20.337,-177.8589,182.1411,552.822,-552.822,4.2,15.17,3.997,0.106
2025-03-30T15:04:54.834Z,-20.3816,-174.0115,185.9885,17,-17,6.2,10.65,1.717,0.062
2025-02-22T16:25:41.967Z,-21.8989,179.5106,179.5106,625.499,-625.499,4.3,24.76,23.016,0.111
2024-12-06T22:55:52.260Z,-23.8641,-179.9398,180.0602,541.762,-541.762,4.5,14.79,14.77,0.11
2025-05-27T19:07:44.592Z,-20.9423,-177.9097,182.0903,425.086,-425.086,4,11.24,14.534,0.106
2025-08-24T06:28:41.740Z,-25.0711,-179.9577,180.0423,499.8,-499.8,4.2,18.1,14.283,0.107
2024-12-23T22:53:04.193Z,-24.8631,-177.5838,182.4162,201.317,-201.317,4.5,15.8,13.812,0.11
2025-10-22T10:20:49.904Z,-24.7352,179.6374,179.6374,528.13,-528.13,4.3,18.34,13.127,0.108
2025-09-07T05:21:57.561Z,-23.2655,-179.9577,180.0423,538.189,-538.189,4.1,15.81,10.885,0.107
2025-09-01T23:51:56.905Z,-23.7405,-179.3795,180.6205,395.029,-395.029,4.1,15.96,10.586,0.107
2025-06-08T11:35:48.793Z,-17.9403,-179.1514,180.8486,595.793,-595.793,4.2,15.7,10.072,0.107
2025-04-02T13:58:12.149Z,-18.3593,-175.1934,184.8066,239.857,-239.857,4.3,14.88,10.054,0.109
2025-09-25T15:03:46.302Z,-18.9916,-177.5644,182.4356,505.168,-505.168,4.1,15.92,9.935,0.107
2025-04-22T07:37:46.497Z,-19.6977,-175.0818,184.9182,91.58,-91.58,4.5,14.36,8.555,0.111
2025-09-02T05:03:45.809Z,-15.9746,-175.3658,184.6342,345.758,-345.758,4.2,14.69,8.524,0.108
2024-10-19T00:31:54.449Z,-20.2378,-178.5227,181.4773,606.192,-606.192,4.1,15.2,8.098,0.107
2025-03-10T17:42:57.747Z,-19.1296,-174.9798,185.0202,118.612,-118.612,4.7,9.87,8.062,0.112
2025-05-30T05:32:26.321Z,-13.2588,167.1734,167.1734,206.16,-206.16,4.8,15.25,6.997,0.114
2024-12-07T17:02:37.322Z,-24.9508,-176.8424,183.1576,42.414,-42.414,4.4,9.96,6.941,0.12
2025-07-16T09:05:14.436Z,-27.416,-177.087,182.913,74.662,-74.662,4.4,12.57,6.86,0.11
2025-08-25T11:50:03.622Z,-13.6474,167.108,167.108,211.272,-211.272,4.3,12.3,6.482,0.113
2024-12-24T19:19:44.512Z,-17.7202,168.1654,168.1654,36.367,-36.367,4.8,13.73,6.266,0.114
2025-02-02T15:55:03.251Z,-24.0422,179.1628,179.1628,548.192,-548.192,4.3,13.75,5.445,0.109
2025-06-11T20:45:44.745Z,-20.6781,169.6347,169.6347,60.423,-60.423,5.2,7.86,4.411,0.063
2024-12-18T17:53:26.610Z,-17.6764,167.9999,167.9999,68.659,-68.659,5.2,8.99,4.35,0.063
2024-12-28T00:41:56.900Z,-26.8937,-177.1608,182.8392,100.262,-100.262,4.6,12.09,4.128,0.112
2025-07-02T10:59:06.400Z,-24.4011,179.9318,179.9318,532.128,-532.128,4.1,21.96,20.975,0.109
2025-06-21T07:23:59.864Z,-23.8618,-179.9581,180.0419,529.184,-529.184,4.3,20.1,17.647,0.111
2025-04-26T12:58:51.557Z,-23.669,-179.6481,180.3519,526.671,-526.671,4.4,15.29,15.617,0.112
2025-08-22T18:14:28.009Z,-24.0991,179.8054,179.8054,517.381,-517.381,4.2,15.19,15.596,0.128
2024-11-01T06:54:21.793Z,-24.2204,179.9593,179.9593,524.705,-524.705,4.3,17.1,15.295,0.11
2025-05-30T08:20:10.559Z,-20.7196,173.6803,173.6803,493.66,-493.66,4.2,17.67,14.412,0.118
2025-03-06T11:28:25.095Z,-17.8125,-178.7851,181.2149,574.629,-574.629,4.3,19.44,13.943,0.116
2024-11-09T08:22:16.526Z,-20.3279,-175.768,184.232,143.328,-143.328,4.8,21.35,13.86,0.116
2025-09-02T09:04:42.494Z,-24.2247,-179.5338,180.4662,506.038,-506.038,4.4,15.11,12.832,0.112
2025-01-10T14:48:31.326Z,-18.2521,179.9488,179.9488,592.612,-592.612,4.1,18.28,12.673,0.114
2025-08-14T02:13:46.651Z,-20.5067,-177.5749,182.4251,528.326,-528.326,4.2,15.94,12.534,0.11
2025-09-24T08:23:03.065Z,-17.9407,-178.5117,181.4883,538.054,-538.054,4.3,15.28,12.377,0.119
2024-12-31T07:57:36.188Z,-17.6844,168.2262,168.2262,57.737,-57.737,4.6,9.87,12.137,0.114
2025-04-14T16:46:22.692Z,-23.8915,179.7542,179.7542,496.707,-496.707,4.1,15.62,11.98,0.109
2024-12-27T07:25:52.196Z,-24.9105,179.9916,179.9916,525.961,-525.961,4.1,14.93,11.862,0.109
2025-09-30T13:56:31.517Z,-24.0946,178.8141,178.8141,568.857,-568.857,4.4,13.22,11.771,0.112
2024-11-10T20:40:26.935Z,-21.8528,-179.4331,180.5669,588.187,-588.187,4.3,14.48,11.707,0.111
2025-08-02T11:02:50.373Z,-15.2903,-177.1887,182.8113,414.82,-414.82,4.3,15.91,11.701,0.111
2025-04-06T10:08:45.696Z,-26.0507,179.3871,179.3871,527.208,-527.208,4.4,14.87,11.681,0.112
2025-02-08T15:03:31.329Z,-23.5904,-179.7899,180.2101,547.666,-547.666,4.4,13.95,11.611,0.117
2024-11-17T15:42:24.460Z,-24.3651,179.8958,179.8958,514.594,-514.594,4.2,6.56,11.162,0.11
2025-10-21T08:30:09.091Z,-17.4809,-178.7358,181.2642,544.84,-544.84,4.2,17.07,11.143,0.121
