time,latitude,longitude,lon360,depth,depth_km,mag,horizontalError,depthError,magError
2024-11-20T17:48:55.695Z,-24.3142,179.6714,179.6714,539.214,-539.214,4.2,9.61,10.667,0.11
2025-05-22T21:01:36.834Z,-24.2762,179.9443,179.9443,511.063,-511.063,4.3,15.44,9.718,0.114
2024-11-16T03:51:18.038Z,-19.1017,-177.5847,182.4153,535.594,-535.594,4.6,14.87,9.463,0.119
2025-10-25T15:18:14.674Z,-25.5691,-179.1711,180.8289,356.99,-356.99,4.1,14.16,9.405,0.109
2025-01-18T01:55:48.361Z,-23.8225,-179.8865,180.1135,539.084,-539.084,4.5,9.09,9.254,0.113
2025-03-10T08:12:49.182Z,-18.3598,-175.427,184.573,207.795,-207.795,4.1,9.7,9.18,0.109
2025-05-17T23:18:42.053Z,-17.6558,-178.7958,181.2042,540.547,-540.547,4.1,14.25,8.975,0.109
2025-04-03T11:48:14.135Z,-23.4758,179.8693,179.8693,549.037,-549.037,4.5,14.38,8.947,0.113
2025-01-01T04:37:23.062Z,-17.641,168.1721,168.1721,91.003,-91.003,4.8,9.89,8.926,0.116
2025-06-02T19:34:27.149Z,-19.9914,-177.7172,182.2828,400.833,-400.833,4.1,10.86,8.829,0.109
2025-01-07T18:21:55.877Z,-23.8099,179.9074,179.9074,559.973,-559.973,4.2,11.69,8.768,0.11
2025-04-30T21:27:55.828Z,-25.2527,179.5287,179.5287,517.85,-517.85,4.3,15.23,8.548,0.111
2025-03-10T19:21:32.362Z,-16.4478,-174.5317,185.4683,147.523,-147.523,4.5,10.35,8.221,0.115
2025-02-10T04:24:25.856Z,-17.4731,167.8384,167.8384,28.484,-28.484,4.5,10.02,7.581,0.113
2024-11-01T22:26:39.474Z,-20.839,-176.796,183.204,250.449,-250.449,4.3,13.91,7.543,0.111
2025-02-23T23:07:09.909Z,-20.0882,-175.9075,184.0925,268.435,-268.435,4.4,12.86,7.537,0.114
2025-05-03T02:47:44.431Z,-27.7922,-176.5205,183.4795,66.56,-66.56,4.6,7.3,6.997,0.129
2025-08-27T05:37:33.505Z,-16.3254,167.4168,167.4168,27.168,-27.168,4.9,9.93,6.68,0.116
2024-12-30T05:49:02.808Z,-17.6555,168.2183,168.2183,66.612,-66.612,5.1,8.57,6.575,0.065
2025-06-03T03:34:55.739Z,-27.6076,-177.4072,182.5928,84.728,-84.728,4.7,13.22,6.256,0.115
2025-09-25T04:25:23.886Z,-15.5327,-174.5654,185.4346,174.63,-174.63,4,11.53,6.047,0.108
2025-07-02T07:15:26.742Z,-17.6546,-178.9462,181.0538,526.92,-526.92,5.6,9.43,5.404,0.065
2025-03-22T01:15:13.647Z,-26.0219,-178.7644,181.2356,347.281,-347.281,5.5,10,5.095,0.065
2024-10-25T14:01:26.658Z,-19.3134,-172.9614,187.0386,11,-11,5.7,11.83,1.932,0.065
2025-02-20T10:31:20.780Z,-15.3291,-173.9471,186.0529,111,-111,5.5,4.76,1.865,0.065
2025-11-08T14:40:19.630Z,-28.1716,-179.8181,180.1819,480.701,-480.701,4.3,13.65,22.218,0.113
2025-02-16T09:57:45.794Z,-20.4935,-175.7319,184.2681,111.144,-111.144,4.6,16.52,13.125,0.117
2024-10-15T18:33:47.933Z,-21.8673,-179.452,180.548,614.601,-614.601,4.2,15.08,12.846,0.112
2025-10-19T11:13:36.247Z,-20.5834,-177.8937,182.1063,487.173,-487.173,4.2,14.92,12.752,0.113
2025-01-28T11:32:08.064Z,-17.8561,-178.613,181.387,547.191,-547.191,4.1,15.79,12.62,0.111
2025-05-05T15:20:17.802Z,-23.6408,-179.3254,180.6746,518.923,-518.923,4.3,13.59,11.811,0.113
2025-11-12T23:33:40.385Z,-20.1087,-177.5723,182.4277,508.121,-508.121,4.4,15.03,11.533,0.114
2025-03-05T17:57:16.938Z,-17.3804,-178.7645,181.2355,550.9,-550.9,4.3,11.76,11.331,0.125
2024-10-29T03:56:02.195Z,-18.0711,-178.3878,181.6122,594.026,-594.026,4.4,15.16,11.19,0.114
2025-01-20T09:14:30.181Z,-23.4815,-179.964,180.036,527.05,-527.05,4.4,12.94,11.095,0.123
2025-06-22T21:34:29.682Z,-21.6274,-179.4628,180.5372,606.97,-606.97,4.4,12.74,10.182,0.114
2025-05-18T10:41:35.944Z,-22.5584,-179.82,180.18,577.059,-577.059,4.3,14.81,10.035,0.113
2025-02-08T10:05:36.723Z,-23.9657,-179.8861,180.1139,520.898,-520.898,4.4,13.77,9.905,0.114
2024-11-26T05:30:59.608Z,-21.0962,-178.6057,181.3943,562.034,-562.034,4.3,16.47,9.624,0.114
2025-02-13T00:07:57.588Z,-21.557,-178.8229,181.1771,572.7,-572.7,4.2,17.35,9.318,0.112
2025-03-06T00:16:33.863Z,-23.3459,-179.7808,180.2192,560.992,-560.992,4.3,12.82,9.231,0.114
2024-10-26T13:09:18.230Z,-15.2934,-174.7268,185.2732,264.822,-264.822,4.3,9.46,9.063,0.114
2024-12-31T03:14:42.294Z,-18.7455,169.3263,169.3263,248.155,-248.155,4.2,7.6,8.958,0.113
2024-11-11T09:11:24.054Z,-20.3386,-178.4766,181.5234,543.191,-543.191,4.3,14.32,8.72,0.113
2025-05-30T04:01:36.388Z,-14.3189,167.4683,167.4683,197.502,-197.502,4.6,12.45,7.566,0.119
2025-08-18T02:13:20.477Z,-17.0538,-174.0498,185.9502,124.34,-124.34,4.4,14.46,7.49,0.114
2025-10-31T04:04:12.690Z,-16.2527,-174.1966,185.8034,179.797,-179.797,4.2,15.45,7.398,0.176
2025-08-07T13:46:19.439Z,-14.6052,166.9762,166.9762,41.888,-41.888,4.6,10.32,6.933,0.116
2025-06-19T03:52:01.091Z,-19.1035,169.3791,169.3791,222.925,-222.925,4.2,9.69,6.777,0.112
2024-12-22T05:03:25.039Z,-21.1052,169.6495,169.6495,92.867,-92.867,4.5,13.87,5.995,0.115
2025-05-02T00:16:40.461Z,-21.4227,170.3274,170.3274,175.851,-175.851,4.5,12.59,5.962,0.121
2025-03-16T19:11:05.595Z,-15.005,167.0367,167.0367,87.547,-87.547,4.3,8.97,4.911,0.116
2024-12-17T04:07:08.148Z,-18.0173,168.0693,168.0693,44.831,-44.831,4.7,11.94,4.6,0.118
2025-06-14T09:36:31.979Z,-13.2216,167.0856,167.0856,216.896,-216.896,4.1,14.25,4.449,0.111
2024-11-11T02:34:05.345Z,-14.7561,167.3376,167.3376,105.084,-105.084,4.7,12.69,4.288,0.117
2025-03-28T01:20:04.771Z,-19.2093,168.8176,168.8176,37,-37,5.7,8.68,1.878,0.066
2025-05-06T17:45:31.436Z,-19.9606,169.4788,169.4788,102,-102,5.5,8.18,1.876,0.066
2025-01-23T11:14:02.382Z,-12.7706,168.8952,168.8952,598,-598,5.6,9.84,1.682,0.066
2025-05-29T11:28:52.261Z,-24.333,179.818,179.818,511.166,-511.166,4.2,12.52,15.077,0.115
2025-01-25T22:08:49.616Z,-22.3158,172.3662,172.3662,52.982,-52.982,4.6,16.26,13.807,0.119
2025-07-11T20:42:08.238Z,-24.0131,179.93,179.93,536.48,-536.48,4.4,18.58,13.491,0.12
2025-03-18T07:27:19.358Z,-15.9212,-178.1157,181.8843,454.617,-454.617,4.2,16.74,13.239,0.115
2025-06-17T15:22:42.596Z,-18.2894,-175.1822,184.8178,263.819,-263.819,4.2,10.97,12.318,0.118
2025-03-29T05:23:38.767Z,-21.1433,174.6342,174.6342,528.378,-528.378,4.4,14.2,11.718,0.117
2025-10-20T22:22:14.851Z,-24.4102,-176.7303,183.2697,100.485,-100.485,4.6,14.76,11.714,0.119
2025-10-25T18:50:28.047Z,-17.903,-175.044,184.956,182.146,-182.146,4.3,14.25,11.534,0.116
2025-09-01T11:58:35.399Z,-19.306,-177.6744,182.3256,420.052,-420.052,4.3,13.35,11.427,0.116
2024-10-12T03:43:39.181Z,-23.6777,-179.3699,180.6301,525.69,-525.69,4.4,15.61,11.288,0.13
2025-07-26T23:20:00.526Z,-23.8735,-179.9338,180.0662,530.336,-530.336,4.2,9.73,10.37,0.115
2024-12-18T01:30:40.868Z,-21.795,-179.7599,180.2401,612.504,-612.504,4.1,14.84,10.267,0.114
2025-04-07T22:06:24.824Z,-21.0659,-178.3402,181.6598,578.781,-578.781,4.3,14.53,10.241,0.116
2024-11-07T23:53:20.294Z,-19.9035,-177.4617,182.5383,501.809,-501.809,4.4,15.92,10.111,0.117
2024-10-18T08:31:13.612Z,-20.0754,-178.0667,181.9333,556.788,-556.788,4.1,18.85,10.047,0.114
2025-07-21T01:43:42.319Z,-18.5747,-177.7867,182.2133,607.527,-607.527,4.3,14.65,9.821,0.116
2025-10-05T22:18:28.963Z,-20.7182,-175.3312,184.6688,85.26,-85.26,4.6,10.21,9.82,0.119
2025-07-18T23:10:28.074Z,-24.9219,179.7411,179.7411,526.029,-526.029,4.2,15.46,9.537,0.128
2025-03-19T02:38:37.220Z,-14.2062,173.5242,173.5242,599.044,-599.044,4,15.16,9.134,0.113
2025-01-18T22:52:19.647Z,-18.2055,-177.9879,182.0121,573.647,-573.647,4.2,15.87,8.987,0.116
2025-02-07T00:19:21.935Z,-18.8785,-177.3096,182.6904,577.345,-577.345,4.4,13.34,8.078,0.118
2024-10-20T12:31:07.587Z,-21.8931,-179.5015,180.4985,591.313,-591.313,5.5,11.03,7.534,0.068
2025-02-15T17:42:44.763Z,-20.9121,169.6822,169.6822,159.481,-159.481,4.4,9.6,7.26,0.124
2025-08-08T18:12:49.005Z,-22.8304,-177.7355,182.2645,390.205,-390.205,4.1,19.46,6.731,0.12
2025-06-12T01:42:48.044Z,-20.6372,-178.0282,181.9718,528.577,-528.577,4.3,15.51,6.476,0.116
2025-07-29T18:11:40.028Z,-23.5749,178.8762,178.8762,558.428,-558.428,4.4,13.65,6.32,0.117
2025-09-25T23:16:52.037Z,-20.1733,169.0959,169.0959,49.94,-49.94,5.4,10.14,6.125,0.068
2025-05-04T03:27:48.258Z,-23.4561,-179.8174,180.1826,551.556,-551.556,4.5,13.48,5.471,0.121
2024-10-29T11:43:03.064Z,-23.3107,-179.4946,180.5054,560.369,-560.369,4.1,13.96,5.394,0.12
2025-07-04T08:22:09.621Z,-18.6545,169.1891,169.1891,249.57,-249.57,4,9.14,4.769,0.113
2025-04-08T07:21:08.264Z,-23.3919,-179.6296,180.3704,495.768,-495.768,4.3,16.37,22.475,0.138
2024-12-22T10:38:23.415Z,-23.9678,-179.6149,180.3851,518.48,-518.48,4.5,23.7,20.906,0.121
2024-11-29T20:10:13.026Z,-25.7331,-179.5408,180.4592,501.557,-501.557,4,20.81,19.338,0.119
2025-07-10T07:14:49.749Z,-17.9545,-178.5432,181.4568,567.976,-567.976,4.5,19.7,17.696,0.121
2025-01-28T10:35:19.474Z,-19.368,-177.2517,182.7483,579.429,-579.429,4.4,14.49,17.541,0.12
2025-09-18T20:10:56.079Z,-24.5919,179.8478,179.8478,521.261,-521.261,4.3,15.71,17.366,0.119
2025-08-20T10:43:35.083Z,-20.2047,-177.6115,182.3885,509.712,-509.712,4.4,19.23,16.418,0.12
2025-09-25T06:05:03.541Z,-22.9083,179.1543,179.1543,576.789,-576.789,4.4,19.39,15.474,0.12
2025-06-21T07:23:50.833Z,-23.9369,-179.8111,180.1889,529.302,-529.302,4.1,13.69,14.241,0.127
2025-02-22T07:16:54.604Z,-20.7626,-178.0756,181.9244,509.088,-509.088,4.3,15.22,13.889,0.119
2024-12-19T03:03:27.972Z,-25.1353,179.7056,179.7056,519.165,-519.165,4.3,20.86,13.7,0.119
2025-01-04T11:26:40.647Z,-22.7053,-179.8283,180.1717,639.333,-639.333,4.1,16.95,12.856,0.117
2025-03-20T01:35:10.383Z,-23.9151,179.9239,179.9239,529.975,-529.975,4.4,15.6,12.59,0.12
2025-05-13T09:12:10.652Z,-27.5046,-179.5827,180.4173,485.493,-485.493,4,15.84,12.472,0.119
2025-09-01T11:00:00.095Z,-15.5425,-176.6647,183.3353,396.722,-396.722,4.1,15.4,12.223,0.117
2025-05-29T08:40:02.093Z,-18.2942,-178.3418,181.6582,577.516,-577.516,4.4,16.98,12.092,0.12
2024-12-28T16:05:08.663Z,-19.2463,-173.8921,186.1079,56.095,-56.095,4.5,10.38,11.872,0.124
2024-12-15T22:09:31.292Z,-23.9699,-179.9374,180.0626,491.424,-491.424,4.3,14.64,11.67,0.119
2025-07-11T13:14:32.434Z,-21.6058,-179.1001,180.8999,575.623,-575.623,4.1,15.25,11.615,0.116
2025-04-11T21:37:41.344Z,-20.3332,-178.2993,181.7007,551.369,-551.369,4.3,15.91,11.301,0.122
2025-07-29T04:57:18.160Z,-17.518,-178.8212,181.1788,551.788,-551.788,4.1,18.39,11.174,0.117
2025-08-12T13:15:11.873Z,-18.5953,-179.2141,180.7859,524.107,-524.107,4.2,20.67,10.94,0.124
2025-09-09T11:09:49.008Z,-25.4959,179.7323,179.7323,496.474,-496.474,4.2,15.11,10.789,0.118
2024-10-23T04:25:44.431Z,-17.5438,-178.4123,181.5877,551.527,-551.527,4.2,15.04,10.725,0.117
2025-11-09T16:31:46.878Z,-18.5287,169.0675,169.0675,235.869,-235.869,4.3,10.46,10.328,0.119
2025-10-08T13:44:04.912Z,-26.8882,-176.4787,183.5213,56.245,-56.245,4.4,14.6,9.962,0.12
2025-11-13T18:11:08.451Z,-16.931,-174.5149,185.4851,188.126,-188.126,4.4,12.42,9.87,0.12
2024-11-22T02:50:47.129Z,-18.7858,169.3475,169.3475,231.267,-231.267,4.3,5.57,8.998,0.133
2025-06-28T12:06:00.446Z,-17.9667,-178.5633,181.4367,611.607,-611.607,4,15.24,8.692,0.116
2024-10-11T07:01:35.589Z,-18.0527,-174.8975,185.1025,236.675,-236.675,4.3,6.64,8.653,0.119
2025-08-08T02:24:32.930Z,-22.3438,171.5008,171.5008,126.548,-126.548,4.6,10.1,8.509,0.125
2024-11-28T16:28:45.577Z,-14.8891,167.3486,167.3486,124.184,-124.184,4.4,14.65,8.255,0.12
2025-06-13T03:37:59.924Z,-23.3029,-176.97,183.03,151.949,-151.949,4.5,13.86,8.08,0.124
2025-10-03T04:17:38.853Z,-20.8813,-178.7919,181.2081,591.294,-591.294,4.4,16.02,7.967,0.12
2025-09-09T00:51:52.942Z,-23.6315,-179.0609,180.9391,393.102,-393.102,4.1,9.17,7.784,0.117
2024-11-26T20:49:46.225Z,-18.0023,-178.0395,181.9605,606.767,-606.767,4.2,15.81,7.607,0.118
2024-10-25T04:11:49.449Z,-19.1436,-177.8817,182.1183,393.025,-393.025,4.2,12.59,7.529,0.124
2025-09-12T10:48:03.214Z,-14.7869,167.1555,167.1555,83.232,-83.232,4.4,13.06,7.424,0.12
2025-04-20T17:45:59.424Z,-17.5556,168.0066,168.0066,46.419,-46.419,4.9,8.23,7.006,0.069
2024-11-24T00:30:25.518Z,-15.5454,167.8007,167.8007,159.91,-159.91,4.5,13.49,6.884,0.121
2025-04-02T19:51:05.457Z,-18.6849,-173.6258,186.3742,34.615,-34.615,4.4,17.03,6.143,0.13
2025-06-03T17:34:59.479Z,-27.9657,-176.571,183.429,43.29,-43.29,4.7,14.42,6.138,0.123
2025-10-09T00:27:05.138Z,-19.2913,168.7825,168.7825,14.851,-14.851,4.5,11.4,5.399,0.121
2025-11-20T12:50:02.013Z,-25.351,-176.5576,183.4424,96.408,-96.408,5.4,10.53,5.15,0.069
2025-01-05T05:02:13.203Z,-17.6434,168.1179,168.1179,49.503,-49.503,4.9,9.34,4.991,0.126
2025-05-25T10:49:59.192Z,-22.8374,-175.8016,184.1984,48,-48,6,9.61,1.858,0.069
2025-05-31T03:12:44.853Z,-23.1482,-179.9715,180.0285,559.509,-559.509,4.2,24.4,24.923,0.146
2025-02-07T05:49:45.218Z,-18.5556,-177.7068,182.2932,582.541,-582.541,4.3,22.52,19.854,0.122
2025-08-02T16:44:30.535Z,-20.8705,-178.6275,181.3725,600.489,-600.489,4.1,21.78,19.505,0.131
2025-02-24T10:20:28.788Z,-20.2532,-178.3816,181.6184,577.404,-577.404,4.3,16.71,16.686,0.123
2025-01-16T02:17:53.046Z,-19.8654,-174.714,185.286,104.997,-104.997,4.6,10.03,12.524,0.125
2025-11-01T16:27:13.423Z,-24.8265,179.8495,179.8495,529.804,-529.804,4.2,14.89,11.892,0.125
2025-02-18T18:18:17.985Z,-20.4086,-177.9263,182.0737,536.712,-536.712,4.1,12.52,11.823,0.12
2025-05-05T14:33:42.206Z,-21.1357,-178.1884,181.8116,480.438,-480.438,4.2,13.06,11.596,0.121
2025-02-10T03:55:06.102Z,-17.5151,167.8865,167.8865,35.437,-35.437,4.5,10.01,10.281,0.124
2025-01-23T05:52:44.749Z,-17.7562,-178.711,181.289,604.675,-604.675,4,18.27,10.246,0.119
2025-10-27T06:39:26.157Z,-19.0127,169.8267,169.8267,250.631,-250.631,4.1,12.09,10.216,0.12
2025-03-25T00:02:22.514Z,-19.0717,169.4015,169.4015,261.119,-261.119,4.4,14.42,9.957,0.123
2025-10-23T19:26:37.697Z,-20.871,-177.9501,182.0499,475.294,-475.294,4.4,11.79,9.907,0.123
2025-09-26T02:41:31.119Z,-15.6368,167.9734,167.9734,139.138,-139.138,4.6,14.98,9.775,0.129
2025-08-15T12:28:38.380Z,-17.382,-175.6512,184.3488,381.564,-381.564,4.2,15.81,9.264,0.121
2025-10-31T19:31:00.482Z,-20.1223,-178.8738,181.1262,623.355,-623.355,4.1,19.95,9.082,0.12
2025-03-30T11:14:45.871Z,-27.5644,-178.9263,181.0737,389.676,-389.676,4.3,14.02,8.978,0.122
2024-12-08T23:11:27.347Z,-21.9286,-179.3082,180.6918,583.496,-583.496,4.2,12.91,8.628,0.121
2024-12-10T20:43:02.625Z,-18.0476,-178.0642,181.9358,620.541,-620.541,4.2,15.27,8.577,0.121
2025-04-25T10:59:28.027Z,-18.8122,169.1308,169.1308,211.214,-211.214,4.2,11.45,8.429,0.124
2025-07-12T12:29:12.521Z,-22.1775,-179.6341,180.3659,596.772,-596.772,4,20.1,8.377,0.119
2025-10-04T11:20:27.874Z,-16.5214,-173.5194,186.4806,42.096,-42.096,4.1,7.13,8.348,0.12
2024-10-14T00:42:02.493Z,-17.4616,-178.899,181.101,552.3,-552.3,4.3,15.4,7.955,0.122
2025-09-08T15:35:54.128Z,-14.3933,167.1544,167.1544,171.538,-171.538,4.2,13.05,7.801,0.125
2025-01-12T17:02:50.271Z,-24.3422,-176.5364,183.4636,96.501,-96.501,4.4,9.59,7.762,0.123
2025-01-01T08:34:20.194Z,-21.8229,170.7302,170.7302,187.812,-187.812,4.4,9.73,7.415,0.124
2025-04-17T10:08:46.657Z,-22.1267,-179.6456,180.3544,604.3,-604.3,4.4,15.52,7.182,0.123
2024-10-29T18:44:26.524Z,-13.1213,166.4118,166.4118,41.658,-41.658,4.6,11.05,6.87,0.125
2025-03-21T18:35:54.827Z,-14.9821,167.1182,167.1182,120.671,-120.671,4.2,12.33,6.379,0.124
2025-06-13T18:51:20.771Z,-14.6503,167.3741,167.3741,94.492,-94.492,4.2,8.21,6.144,0.128
2025-01-19T00:27:33.059Z,-15.4993,167.7927,167.7927,125.269,-125.269,4.5,7.68,5.855,0.127
2025-09-02T00:18:45.875Z,-26.1558,-179.9183,180.0817,484.859,-484.859,4.1,15.65,5.72,0.12
2025-11-21T12:37:59.558Z,-24.236,179.9218,179.9218,519.151,-519.151,5.6,11.76,5.489,0.071
2025-09-27T08:10:52.283Z,-13.7832,166.6756,166.6756,67.813,-67.813,5.5,8.25,5.451,0.071
2025-08-30T05:46:44.195Z,-14.6197,167.2913,167.2913,182.26,-182.26,4.3,10.83,5.358,0.122
2024-11-03T14:39:25.377Z,-14.6633,167.5562,167.5562,114.909,-114.909,4.1,12.48,4.949,0.12
2025-04-26T01:28:16.279Z,-14.0442,170.4059,170.4059,625.95,-625.95,4.2,15.97,3.397,0.132
2025-06-20T20:42:20.837Z,-22.1385,-179.8,180.2,606.632,-606.632,4.1,23.24,29.791,0.126
2024-11-29T02:01:14.215Z,-23.4727,-179.6964,180.3036,519.638,-519.638,4.4,14.08,24.741,0.126
2025-03-15T08:04:43.939Z,-24.3642,-179.9548,180.0452,510.898,-510.898,4.3,18.77,17.973,0.125
2025-02-05T10:03:40.866Z,-24.4077,-176.4684,183.5316,83.238,-83.238,4.5,16.79,16.827,0.127
2025-02-02T09:13:10.821Z,-23.4756,-179.5148,180.4852,539.102,-539.102,4.4,20.42,15.243,0.127
2025-05-18T04:08:00.177Z,-21.9662,-179.5547,180.4453,600.289,-600.289,4.3,22.71,15.223,0.138
2025-09-13T17:22:40.408Z,-25.6481,-179.7473,180.2527,476.026,-476.026,4.1,12.28,14.581,0.126
2025-07-31T15:56:57.776Z,-29.8408,-177.7271,182.2729,81.137,-81.137,4.4,20.62,14.532,0.13
2024-11-23T17:33:01.629Z,-17.1594,-175.1518,184.8482,247.375,-247.375,4.2,13.11,13.741,0.128
2025-02-19T16:24:29.001Z,-24.1226,-179.65,180.35,528.575,-528.575,4.2,13.98,13.644,0.124
2025-09-25T16:39:29.800Z,-16.0973,-173.7617,186.2383,188.553,-188.553,4.1,11.19,13.421,0.124
2025-03-01T04:10:35.792Z,-23.9939,179.7116,179.7116,542.393,-542.393,4.3,15.69,13.137,0.129
2024-12-13T07:21:35.550Z,-21.7574,-175.7859,184.2141,145.654,-145.654,4.3,14.79,12.19,0.125
2024-12-11T11:08:24.168Z,-24.0604,179.8466,179.8466,525.618,-525.618,4.2,14.18,11.938,0.124
2025-09-06T01:03:34.906Z,-17.3161,-178.9275,181.0725,561.876,-561.876,4.3,21.06,11.268,0.125
2025-06-19T06:28:26.118Z,-18.0339,-179.2761,180.7239,632.66,-632.66,4.1,17.58,10.638,0.123
2025-11-04T01:28:29.613Z,-15.191,167.372,167.372,164.589,-164.589,4.2,15.82,10.449,0.124
2025-06-09T14:12:36.568Z,-21.3336,170.8309,170.8309,177.097,-177.097,4.3,15.47,10.412,0.129
2025-03-10T17:50:02.214Z,-23.7122,-179.9853,180.0147,514.996,-514.996,4.3,14.53,10.372,0.126
2025-05-02T11:30:40.667Z,-21.2069,-178.838,181.162,585.175,-585.175,4.4,13.71,10.134,0.126
2025-01-19T02:00:49.252Z,-24.5415,-179.8003,180.1997,492.988,-492.988,4.1,14.8,10.055,0.151
2025-09-12T19:56:21.095Z,-20.5551,-178.0853,181.9147,516.789,-516.789,4,9.13,9.974,0.125
2025-10-04T16:53:24.644Z,-17.1129,-178.7501,181.2499,561.183,-561.183,4,14.68,9.697,0.122
2024-11-24T10:48:39.424Z,-29.7749,-178.9458,181.0542,218.627,-218.627,4.5,17.91,9.369,0.127
2025-11-22T21:50:36.183Z,-23.0608,-176.7761,183.2239,185.972,-185.972,4.8,13.62,9.225,0.131
2025-01-26T07:06:43.909Z,-18.4958,168.7196,168.7196,111.387,-111.387,4.2,10.26,9.194,0.124
2024-10-25T00:53:23.283Z,-17.6509,-179.0092,180.9908,561.104,-561.104,4.4,14.36,9.084,0.127
2025-04-18T07:22:46.610Z,-17.9817,-178.1709,181.8291,628.323,-628.323,4.3,12.98,9.083,0.125
2025-02-04T22:33:50.596Z,-15.9675,-175.1231,184.8769,253.224,-253.224,4.5,13.78,8.971,0.127
2025-08-16T01:36:51.064Z,-23.4317,178.9877,178.9877,575.858,-575.858,4.5,7.15,8.81,0.132
2024-10-18T17:55:07.005Z,-23.5466,-177.2903,182.7097,169.354,-169.354,4.1,12.57,8.791,0.127
2025-10-19T18:50:05.574Z,-17.5506,-174.9229,185.0771,241.073,-241.073,4.3,12.01,8.727,0.125
2025-09-01T12:38:03.038Z,-19.9038,-175.434,184.566,125.493,-125.493,4.3,14.43,8.699,0.125
2025-08-18T01:13:17.223Z,-14.145,166.8889,166.8889,103.904,-103.904,4.2,17.49,8.641,0.125
2025-04-14T04:46:15.937Z,-20.9184,169.9492,169.9492,131.151,-131.151,4.5,6.18,8.589,0.127
2025-05-26T02:18:34.106Z,-19.2339,-177.465,182.535,572.491,-572.491,4.2,17.07,8.587,0.125
2025-03-09T06:43:37.010Z,-16.4173,167.7809,167.7809,50.783,-50.783,4.3,9.29,8.551,0.125
2024-12-17T02:48:54.797Z,-17.46,167.5973,167.5973,37.4,-37.4,4.6,13.38,8.392,0.129
2025-04-24T23:02:31.972Z,-20.9373,-175.7634,184.2366,186.196,-186.196,4.4,12.76,7.88,0.131
2025-07-29T16:59:46.853Z,-15.8409,168.1644,168.1644,187.857,-187.857,4.4,12.8,7.768,0.127
2025-01-06T08:01:59.542Z,-17.7101,168.0309,168.0309,44.554,-44.554,4.3,6.96,7.353,0.137
2025-04-26T18:38:46.895Z,-15.2707,-173.9747,186.0253,59.436,-59.436,4.9,11.47,7.222,0.132
2025-06-30T00:31:23.410Z,-18.0579,-177.9631,182.0369,628.268,-628.268,4,18.44,7.194,0.123
2025-02-21T21:57:58.160Z,-24.9584,-179.4432,180.5568,391.077,-391.077,4.3,10.19,7.06,0.126
2025-01-08T04:06:46.748Z,-12.6594,166.913,166.913,196.511,-196.511,4.3,15.8,6.764,0.126
2025-01-09T11:18:54.949Z,-28.3377,-177.2565,182.7435,40.035,-40.035,4.5,12.32,6.728,0.135
2024-10-22T15:45:37.516Z,-23.872,-179.6709,180.3291,462.72,-462.72,5.5,10.57,5.99,0.073
2025-01-01T22:55:44.430Z,-16.9313,167.2988,167.2988,11.248,-11.248,4.5,9.75,5.959,0.127
2025-07-23T03:24:00.770Z,-23.4563,-179.9105,180.0895,532.691,-532.691,5.6,9.99,5.599,0.073
2025-07-13T06:16:53.448Z,-18.1332,168.3777,168.3777,32.428,-32.428,5.3,9.2,5.375,0.073
2025-06-11T08:19:30.335Z,-13.3339,167.1963,167.1963,214.417,-214.417,5.2,9.75,5.154,0.073
2025-04-29T13:49:21.687Z,-12.9215,166.4602,166.4602,77.681,-77.681,5.3,8.4,5.073,0.073
2025-04-19T01:15:05.979Z,-29.0749,-178.4226,181.5774,203.062,-203.062,4.5,11.71,4.922,0.127
2024-12-17T01:53:13.001Z,-17.7504,168.0123,168.0123,49.188,-49.188,5.3,8.55,3.593,0.137
2024-12-04T11:53:29.328Z,-19.9409,-177.763,182.237,584.533,-584.533,4.4,23.32,22.278,0.13
2024-11-26T10:07:40.185Z,-18.3192,-177.7897,182.2103,575.742,-575.742,4.1,15.91,21.857,0.127
2025-03-15T04:10:27.294Z,-22.4414,-179.6785,180.3215,576.192,-576.192,4.3,19.66,21.519,0.137
2025-03-13T08:13:45.516Z,-23.5938,-179.9285,180.0715,559.612,-559.612,4.3,17.34,19.886,0.129
2025-01-02T09:45:21.465Z,-23.0952,-178.536,181.464,409.35,-409.35,4.1,16.03,18.56,0.14
2025-04-28T06:44:48.644Z,-17.5986,-178.5805,181.4195,587.436,-587.436,4.1,15.33,17.184,0.127
2025-01-14T14:22:17.475Z,-17.1428,-177.3272,182.6728,572.07,-572.07,4.3,27.26,17.129,0.129
2025-11-04T20:40:51.329Z,-23.4037,-179.9567,180.0433,548.13,-548.13,4.1,21.51,15.777,0.127
2025-05-31T08:48:35.147Z,-18.0355,-178.6211,181.3789,553.638,-553.638,4.2,22.77,15.348,0.128
2025-03-07T23:43:23.777Z,-18.588,-177.9285,182.0715,540.188,-540.188,4.2,17.97,15.136,0.128
2025-08-29T00:01:09.671Z,-24.044,178.7717,178.7717,544.318,-544.318,4.1,21.09,13.903,0.14
2025-03-16T00:38:51.976Z,-20.8297,-178.4682,181.5318,560.85,-560.85,4.2,17.32,13.823,0.127
2025-10-31T03:31:57.674Z,-17.6985,-175.1059,184.8941,226.129,-226.129,4.2,10.29,13.794,0.128
2025-02-16T08:49:32.734Z,-22.1151,-179.4747,180.5253,612.051,-612.051,4.2,7.9,13.752,0.127
2025-05-30T01:46:19.068Z,-22.8548,-179.492,180.508,528.326,-528.326,4.4,8.71,12.299,0.154
